55.725	 1
58.05	 65
61.3876	 193
84.4642	 193
93.325	 1
111.388	 193
112.075	 1
114.8	 65
136.6	 1
138.625	 65
140.331	 193
165.5	 1
165.802	 193
186.792	 193
208.273	 193
235.245	 193
253.534	 193
293.831	 193
307.32	 193
336.854	 193
355.061	 193
361.525	 1
381.661	 193
387.475	 1
397.465	 193
424.27	 193
450.834	 193
488.271	 193
505.687	 193
529.688	 193
553.325	 193
584.609	 193
611.875	 1
612.609	 193
625.012	 193
640.35	 1
643.875	 65
653.184	 193
686.367	 193
705.467	 193
736.607	 193
758.905	 193
785.002	 193
802.864	 193
826.404	 193
863.075	 1
864.487	 193
890	 1
893.638	 193
894.15	 65
904.357	 193
914.875	 1
931.05	 193
950.823	 193
981.993	 193
1006.26	 193
1034.11	 193
1061.59	 193
1081.52	 193
1105.8	 193
1111.65	 1
1132.25	 193
1137.65	 1
1165.45	 1
1166.51	 193
1185.33	 193
1207.28	 193
1235.23	 193
1265.14	 193
1284.98	 193
1302.04	 193
1332.26	 193
1355.91	 193
1359.88	 1
1361.95	 65
1382.2	 193
1403.88	 193
1416.3	 1
1419.63	 65
1437.33	 193
1458.99	 193
1489.84	 193
1506.65	 193
1536.76	 193
1565.13	 193
1584.64	 193
1605.5	 1
1610.9	 193
1635.45	 1
1637.71	 193
1657.54	 193
1662.83	 1
1689.68	 193
1705.64	 193
1739.66	 193
1754.44	 193
1780.29	 193
1800.04	 193
1828.91	 193
1836.58	 1
1839.6	 65
1856.17	 193
1868.48	 1
1882.68	 193
1902.57	 193
1913.95	 1
1934.63	 193
1953.25	 193
1985.97	 193
2010.19	 193
2026.06	 193
55.725	 2
93.325	 2
112.075	 2
136.6	 2
165.5	 2
361.525	 2
387.475	 2
611.875	 2
640.35	 2
863.075	 2
890	 2
914.875	 2
1111.65	 2
1137.65	 2
1165.45	 2
1359.88	 2
1416.3	 2
1605.5	 2
1635.45	 2
1662.83	 2
1836.58	 2
1868.48	 2
1913.95	 2
58.65	 3
59.025	 67
59.2389	 195
83.5992	 195
109.239	 195
115.175	 67
116.425	 3
132.074	 195
156.816	 195
175.18	 195
201.133	 195
234.116	 195
253.346	 195
287.467	 195
306.605	 195
336.945	 195
362.824	 195
386.149	 195
399.741	 195
432.848	 195
457.412	 195
481.585	 195
514.443	 195
534.763	 195
557.513	 195
582.273	 195
614.66	 195
627.586	 195
651.485	 195
684.996	 195
711.339	 195
737.278	 195
765.551	 195
786.975	 195
807.086	 195
837.96	 195
861.091	 195
887.036	 195
899.99	 195
935.497	 195
962.964	 195
986.182	 195
1008.83	 195
1030.64	 195
1053.66	 195
1082	 195
1101.17	 195
1123.94	 195
1160.66	 195
1174.23	 195
1202.32	 195
1241.84	 195
1256.92	 195
1279.5	 195
1311.25	 195
1332.94	 195
1355.52	 195
1361.93	 67
1394.39	 195
1411.13	 195
1435.33	 195
1465.98	 195
1480.07	 195
1511.8	 195
1529.77	 195
1554.7	 195
1593.12	 195
1607.14	 195
1629.31	 195
1659.98	 195
1692.43	 195
1704.63	 195
1733.32	 195
1759.05	 195
1781.82	 195
1802.8	 195
1838.38	 195
1858.08	 195
1889.76	 195
1912.24	 195
1939.44	 195
1963.24	 195
1986.9	 195
2013.95	 195
2017.75	 195
58.65	 68
116.375	 68
61.6015	 133
92.8149	 133
111.601	 133
133.291	 133
161.015	 133
189.886	 133
215.493	 133
237.888	 133
262.947	 133
289.762	 133
304.074	 133
333.045	 133
357.479	 133
390.195	 133
412.655	 133
434.726	 133
456.501	 133
491.401	 133
503.158	 133
531.783	 133
558.638	 133
581.778	 133
608.865	 133
623.749	 133
659.457	 133
693.846	 133
715.921	 133
736.89	 133
753.4	 133
779.141	 133
807.117	 133
830.186	 133
861.665	 133
886.573	 133
899.473	 133
932.556	 133
954.825	 133
994.456	 133
1007.72	 133
1037.76	 133
1066.02	 133
1087.16	 133
1110.63	 133
1132.24	 133
1159.81	 133
1182.01	 133
1208.67	 133
1226.58	 133
1262.95	 133
1289.13	 133
1309.63	 133
1328.54	 133
1365.71	 133
1383.89	 133
1416.1	 133
1438.77	 133
1468.07	 133
1481.51	 133
1505.28	 133
1531.06	 133
1558.96	 133
1593.13	 133
1600.94	 133
1632.86	 133
1661.81	 133
1687.05	 133
1711.63	 133
1732.52	 133
1764.13	 133
1786.76	 133
1809.79	 133
1837.31	 133
1861.11	 133
1881.61	 133
1912.07	 133
1933.93	 133
1960.15	 133
1985.32	 133
2012.98	 133
2033.3	 133
115.3	 70
55.725	 7
93.275	 7
112.1	 7
136.575	 7
165.5	 7
361.525	 7
387.475	 7
611.875	 7
640.35	 7
863.075	 7
889.975	 7
914.875	 7
1111.65	 7
1137.65	 7
1165.45	 7
1359.88	 7
1416.3	 7
1605.5	 7
1635.45	 7
1662.83	 7
1836.58	 7
1868.43	 7
1913.95	 7
115.75	 72
115.775	 8
59.8	 9
113.725	 9
115.75	 73
892.6	 9
1362.7	 9
1637.38	 9
59.025	 10
59.7	 74
115.175	 10
116.625	 74
1361.93	 10
55.725	 11
93.325	 11
112.075	 11
136.6	 11
165.5	 11
361.525	 11
387.475	 11
611.875	 11
640.35	 11
863.075	 11
890	 11
914.875	 11
1111.65	 11
1137.65	 11
1165.45	 11
1359.88	 11
1416.3	 11
1605.5	 11
1635.45	 11
1662.83	 11
1836.58	 11
1868.48	 11
1913.95	 11
58.5686	 140
58.65	 12
77.3917	 140
108.569	 140
116.375	 12
131.381	 140
161.573	 140
186.154	 140
202.708	 140
232.291	 140
257.981	 140
286.864	 140
311.697	 140
335.387	 140
357.947	 140
388.607	 140
416.643	 140
424.457	 140
457.624	 140
483.918	 140
507.125	 140
523.076	 140
556.875	 140
594.148	 140
607.359	 140
640.963	 140
656.081	 140
684.405	 140
724.37	 140
737.614	 140
766.476	 140
786.856	 140
809.983	 140
831.038	 140
867.173	 140
885.295	 140
910.768	 140
937.387	 140
958.068	 140
974.824	 140
1018.24	 140
1035.04	 140
1053.26	 140
1084.07	 140
1111.01	 140
1132.3	 140
1154.41	 140
1188.17	 140
1209.96	 140
1233.85	 140
1261.09	 140
1284.83	 140
1308.72	 140
1326.31	 140
1367.92	 140
1376.42	 140
1411.4	 140
1426.64	 140
1452.12	 140
1484.96	 140
1515.24	 140
1522.79	 140
1555.82	 140
1586.13	 140
1607.25	 140
1627.92	 140
1658.91	 140
1695.15	 140
1715.72	 140
1726.51	 140
1756.34	 140
1782.09	 140
1811.39	 140
1832.53	 140
1865.38	 140
1884.57	 140
1921.35	 140
1940.2	 140
1957.74	 140
1980.3	 140
1995.24	 140
2032.62	 140
48.6376	 205
58.65	 77
77.1964	 205
98.6376	 205
114.675	 13
116.35	 77
117.681	 205
138.6	 13
146.656	 205
168.817	 205
199.835	 205
224.929	 205
254.496	 205
285.686	 205
299.817	 205
329.231	 205
356.057	 205
377.125	 205
401.879	 205
429.983	 205
449.683	 205
470.757	 205
502.869	 205
527.426	 205
552.015	 205
570.549	 205
599.212	 205
630.847	 205
650.147	 205
682.515	 205
702.763	 205
722.578	 205
750.275	 205
773.708	 205
807.497	 205
812.435	 205
849.101	 205
870.147	 205
892.2	 13
904.601	 205
916.093	 205
941.801	 205
970.77	 205
993.843	 205
1025.01	 205
1045.79	 205
1077.26	 205
1103.26	 205
1127.22	 205
1156.87	 205
1185.86	 205
1199.75	 205
1219.66	 205
1244.35	 205
1271.85	 205
1306.32	 205
1329.3	 205
1354.89	 205
1361.85	 13
1378.45	 205
1409.18	 205
1426.72	 205
1450.36	 205
1472.98	 205
1511.56	 205
1529.91	 205
1548.29	 205
1578.61	 205
1601.29	 205
1620.27	 205
1642.66	 205
1679.16	 205
1694.16	 205
1722.38	 205
1738.88	 205
1771.34	 205
1794.31	 205
1819.02	 205
1841.55	 13
1850.69	 205
1872.86	 205
1892.19	 205
1918.87	 205
1955.62	 205
1976.17	 205
2005.83	 205
2026.18	 205
2042.74	 205
43.2264	 206
55.725	 78
75.7159	 206
93.2264	 206
93.3	 78
112.1	 78
130.799	 206
136.575	 78
159.902	 206
165.5	 78
175.805	 206
196.754	 206
231.416	 206
250.592	 206
284.831	 206
299.77	 206
324.288	 206
341.811	 206
361.525	 78
381.973	 206
386.485	 206
387.475	 78
425.403	 206
449.357	 206
483.081	 206
494.272	 206
524.652	 206
550.668	 206
574.027	 206
607.012	 206
611.875	 78
625.836	 206
640.35	 78
642.67	 206
680.751	 206
702.31	 206
721.948	 206
747.809	 206
775.151	 206
789.2	 206
827.93	 206
857.144	 206
863.075	 78
875.34	 206
889.975	 78
894.873	 206
914.875	 78
922.967	 206
946.879	 206
980.721	 206
1002.17	 206
1031.03	 206
1043.01	 206
1075.92	 206
